"You feel sick to your stomach...
Looking in the face of the mutant queen... 
That thing... That used to be... 
Your friend... Amira!

Those monsters must have found a way to 
mutate her and turn her into this
hideous creature to bear their offspring.

-sigh-

You get yourself together... 
They are going to pay for making you kill
your friend...

""Hell has no fury like a woman scorned!""

     = T H E  E N D =",CLUSTEREXIT1,,,,"Zvedá se ti žaludek... když se díváš
do obličeje mutantí královny...
ta věc... která dřív byla...
tvá kamarádka... Amira!

Ta monstra musela najít způsob, jak
ji zmutovat a přeměnit ji v tuto
ohavnou kreaturu, nosící jejich potomky.

Povzdechneš si.

Dáš se zase dohromady...
Však oni zaplatí za to, že tě donutili
zabít svou přítelkyni...

„Není běsu většího než hněv ženy zhrzené!“

     = K O N E C =","Du har kvalme i maven...
Du ser mutantdronningen i øjnene... 
Den tingest... Det plejede at være... 
din ven... Amira!

De monstre må have fundet en måde at
mutere hende på og forvandle hende til
dette afskyelige væsen, så hun kan føde
deres afkom.

-suk-

Du tager dig sammen... 
De kommer til at betale for at få dig til
at dræbe din ven...

""Helvede har ingen vrede som en
forsmået kvinde!""

     = T H E  E N D =","Dir ist speiübel...
Als du in das Gesicht der Mutanten-
königin siehst... Das Ding... Das war mal...
Deine Freundin... Amira!

Diese Monster müssen einen Weg
gefunden haben, sie zu mutieren und
in diese widerliche Kreatur zu verwandeln.

- seufz -

Du reißt dich zusammen...
Sie werden dafür bezahlen, was sie
deiner Freundin angetan haben...

""Die Hölle kennt den Zorn einer
verhöhnten Frau nicht!""

    = E N D E =",,"Vi sentas vin malsana...
Vidante al la vizaĝo de la mutacia reĝino...
Tiu aĵo... Ĝi estis... Via amikino... Amira!

Tiuj bestaĉoj sendube trovis manieron
por mutaciigi ŝin kaj fari ŝin en tiun
hororan estulon por naski iliajn idojn.

-suspiro-

Vi kvietiĝas...
Ili repagos pro igi vin mortigi
vian amikinon...

""La Infero ne konas la furiozon
de malestimita virino!""

     = L A  F I N ' =","Sientes que se te revuelve el estómago...
Viendo el rostro de la reina mutante...
Esa cosa... Que antes era...
Tu amiga... ¡Amira!

Esos monstruos han debido encontrar la
forma de mutarla y convertirla en esta
criatura horrible para parir a sus hijos.

*suspiro*

Consigues calmarte...
Van a pagar por haberte obligado a matar
a tu amiga...

""¡No hay mayor furia en el Infierno que
la de una mujer desdeñada!""

    = F I N =",,"Vatsaasi vääntää...
Katsot mutanttikuningattaren kasvoihin...
Tuo olio... Se oli ennen...
Ystäväsi... Amira!

Noiden hirviöiden on täytynyt onnistua
mutatoida ja muuttaa hänet täksi hirveäksi
olennoksi kantamaan niiden jälkeläisiä.

-huokaus-

Kokoat itsesi...
Ne saavat maksaa siitä hyvästä, että
pakottivat sinut tappamaan ystäväsi...

""Ei tunne helvetti petetyn naisen kiivautta!""

	 = L O P P U =","La nausée vous envahit..
En regardant le visage de la reine
des mutants.. cette chose.. devait
être.. votre amie.. Amira!

Ces monstres ont trouvé un moyen
de la faire muter en cette horrible
créature destinée à les faire se
reproduire.

*soupir*

Vous vous calmez..
Il vont payer pour vous avoir fait
tuer votre amie..

""L'Enfer n'a pas de fureur qui 
égale celle d'une femme dédaignée!""

  = F I N =","Felkavarodik a gyomrod...Ahogy a mutáns királynő szemébe nézel...Az az izé...nemrég még...A barátod volt...Amira!

Ezek a szörnyek minden bizonnyal meglelték a módját, hogy ezzé a borzasztó lénnyé mutálják, aki később az ivadékukat hordja ki.

-sóhaj-

Össze kell szedned magad...meg fognak lakolni azért, amiért megölették veled a barátodat...

""A pokolnál csak egy gyászoló nő haragja borzasztóbb!""

     = V É G E =","Ti senti male allo stomaco...
Guardando in faccia alla regina mutante... 
Quella cosa... Quella era... 
La tua amica... Amira!

Quei mostri devono aver trovato il modo
di mutarla e trasformarla in questa
orrenda creatura per generare i loro figli.

*sospiro*

Ti ricomponi... 
Pagheranno per averti farti uccidere la tua amica...

""L'inferno non ha furia come una donna oltraggiata!""

    = L A  F I N E =
        ","貴方はミュータントの女王の顔を見た時
気分が凄まじく悪くなった...
その顔は... 見覚えがあった...
私の親友... アミラ!

モンスター達が彼女に突然変異を引き起こし、
奴等を産ませ続ける恐ろしい方法を編み出したのだろう。

深い溜め息を吐き、気を取り直す...
親友を殺した代償を奴等に支払わせるために。

""もうこの地獄に怒れた彼女を蔑むものはない!""
    = T H E  E N D =","갑자기 당신의 속이 울렁거린다... 방금 해치운 돌연변이 여왕의 실체...
그 괴물은 당신과 친하게 지낸 친구였던... 아미라였다! 그 괴물들이
그녀를 후손을 낳을 생물로 개조시킨 방법을 알아낸 것 같다. 
개조에 성공하긴 했지만 그녀는 당신의 손에 죽은 지 오래다.

""하아아...""

당신은 마음을 가다듬고 자신의 친구를 이렇게 만든 놈들에게
복수하기 위해서 다음 길로 나선다...

""고통받은 여자의 심정보다 더한 지옥은 없지! 그 녀석들, 가만 안 둬!""

= 끝 =","Je voelt je ziek in je maag...
Kijkend in het gezicht van de gemuteerde
koningin... 
Dat ding... Dat was vroeger... 
Je vriendin... Amira!
Die monsters moeten een manier hebben gevonden
om haar te muteren en haar te veranderen
in dit afschuwelijke wezen om hun
nakomelingen te dragen.

-zucht -

Je komt jezelf bij elkaar... 
Ze gaan boeten voor het feit dat ze je laten
vermoorden door je vriend...
""De hel heeft geen woede zoals een vrouw
die wordt geminacht!""

 = EINDE =","Du føler deg kvalm i magen...
Å se inn i ansiktet til mutantdronningen... 
Den tingen... Det pleide å være... 
Din venn... Amira!

De monstrene må ha funnet en måte
å mutere henne på og gjøre henne
til denne avskyelige skapningen
for å bære deres avkom.

...sukk...

Ta deg sammen... 
De skal få svi for at de fikk
deg til å drepe vennen din...

""Helvete har ingen raseri
som en forsmådd kvinne!""","Jest ci niedobrze...
Patrzysz królowej mutantów prosto w twarz...
Ta maszkara... to tak naprawdę...
Twoja przyjaciółka... Amira!

Te potwory znalazły sposób, aby ją
zmutować i zamienić ją w tą ohydną
poczwarę, by mogły się rozmnażać.

Ech...

Bierzesz się w garść...
Zapłacą za to, że musiałaś zabić
swoją przyjaciółkę...

""Nawet piekło nie powstrzyma
zlekceważnonej kobiety!""

     =K O N I E C=","Você sente vontade de vomitar...
Vendo o rosto da rainha mutante...
Essa coisa... Que costumava ser...
Sua amiga... Amira!

Aqueles monstros devem ter encontrado
uma maneira de causar alguma mutação
nela e transformá-la nessa criatura horrível,
usando-a para se reproduzirem.

-suspiro-

Você se recompõe...
Eles vão pagar caro por fazer você matar
a sua própria amiga...

""Não há no inferno ferocidade como a de 
uma mulher desprezada!""

     = F I M =",,"Îți vine rău de la stomac...
Uitându-te în ochii reginei mutant...
Acel lucru... Acel lucru obișnuia să fie...
Prietena ta... Amira!

Moștrii trebuie să fii reușit cumva să o
transforme în această creatură hidoasă capabilă 
să le care progeniturile...

-oftat-

Te aduni...
Îi vei face să plătească pentru că te-au făcut să
îți omori prietena...

""Infernul nu are furie precum o femeie batjocorită!""

              = S F Â R Ș I T =","Вы почувствовали тошноту,
присмотревшись к лицу королевы
мутантов.
Эта тварь. Когда-то она была... вашей
подругой Амирой!

Эти монстры смогли изменить её. Они
превратили её в эту отвратительную тварь,
способную выносить их потомство.

-вздох-

Вы берёте себя в руки.
Они заставили вас убить свою подругу, и
они поплатятся за это!

«Ад — ничто в сравнении с отвергнутой
женщиной!»

     = К О Н Е Ц =
",,"Kendini mutsuz hissediyorsun...
Mutant kraliçenin yüzüne bakarken. 
O şey. O eskiden... 
Arkadaşın. Amira'ydı!

O canavarlar onu mutasyona
uğratmanın ve yavrularını doğurması
için bu iğrenç yaratığa
dönüştürmenin bir yolunu
bulmuş olmalılar.

-İç çek-

Kendini topla. 
Sana arkadaşını öldürtmenin
bedelini ödeyecekler.

""Cehennemde hor görülen
bir kadın gibi öfke yoktur!""


= SON ="
,WI_FINISHED,This text is deliberately empty,,,,,,,,,,,,,,,,,,,,,,,,
Loading,WI_ENTERING,Yellow needs retranslation,,,Načítá se,Indlæsning,Lade,,Ŝargante,Cargando,,Ladattavana,Chargement,Betöltés,Caricamento,ローディング,불러오는 중,Laden van,Laster,Ładowanie,Carregando,,Se încarcă,Загрузка уровня,,Yükleniyor
Very Easy,SKILL_BABY,,,,Velmi snadné,Meget let,Sehr einfach,,Tre facila,Muy fácil,,Erittäin helppo,Trés facile,Nagyon könnyű,Molto facile,ベリーイージー,아주 쉬움,Zeer gemakkelijk,Veldig lett,Bardzo Łatwy,Muito fácil,,Foarte Ușor,Очень легко,,Çok Kolay
Easy,SKILL_EASY,,,,Snadný,Let,Einfach,,Facila,Fácil,,Helppo,Facile,Könnyű,Facile,イージー,쉬움,Gemakkelijk,Lett,Łatwy,Fácil,,Ușor,Легко,,Kolay
Medium,SKILL_NORMAL,,,,Střední,Middel,Mittel,,Meza,Normal,,Keskivaikea,Moyen,Normál,Medio,ミディアム,중간,Middel,Middels,Średni,Médio,,Mediu,Средне,,Orta
Hard,SKILL_HARD,,,,Obtížný,Svær,Schwer,,Malfacila,Difícil,,Vaikea,Difficile,Nehéz,Difficile,ハード,어려움,Moeilijk,Vanskelig,Trudny,Difícil,,Greu,Тяжело,,Sert
Very Hard,SKILL_NIGHTMARE,,,,Velmi obtížné,Meget svær,Sehr schwer,,Tre malfacila,Muy difícil,,Erittäin vaikea,Très difficile,Nagyon nehéz,Molto difficile,ベリーハード,아주 어려윰,Zeer moeilijk,Svært vanskelig,Bardzo Trudny,Muito difícil,,Foarte Greu,Очень тяжело,,Çok Zor
Thanks for playing,HARMQUITMSG,,,,Díky za hraní,Tak for at spille,Danke fürs Spielen,,Dankon pro ludado,Gracias por jugar,,Kiitos pelaamisesta,Merci d'avoir joué,"Köszönjük, hogy játszottál!",Grazie per aver giocato,プレイ シテクレテ カンシャスル,플레이 해주셔서 감사드립니다,Bedankt voor het spelen,Takk for at du spilte,Dziękuję za grę,Obrigado por jogar,,Mulțumim că ai jucat,"Спасибо, что сыграли в Harmony",,Oynadığınız için teşekkürler
Harmony,TXT_D2E1,,,,,,,,Harmonio,,,Harmonia,,Harmónia,,,,,,Harmonia,Harmony,,,,,
